CountryCode,Country,SeriesCode,Series,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
170,Colombia,763,"Antenatal care coverage, at least four visits, percentage",67, , , , , , , , , ,81, , , , ,83.1, , , , ,88.6, , , , ,
174,Comoros,730,"Percentage contraceptive use for married women ages 15-49", , , , , , ,21, , , ,25.7, , , , , , , , , , , ,19.4, , ,
174,Comoros,761,"Adolescent birth rate, per 1,000 women", , , ,66, , , , , , ,94.5, , , , , , , , , ,71, , , , ,
174,Comoros,762,"Antenatal care coverage, at least one visit, percentage", , , , , , ,84.5, , , ,74.3, , , ,75, , , , , , , ,92.1, , ,
174,Comoros,763,"Antenatal care coverage, at least four visits, percentage", , , , , , ,52, , , ,48.9, , , , , , , , , , , , , , ,
178,Congo,730,"Percentage contraceptive use for married women ages 15-49", , , , , , , , , , , , , , , ,44.3, , , , , , ,44.7, , ,
178,Congo,761,"Adolescent birth rate, per 1,000 women", , , ,132, , , , ,132, , , , ,131, , , , , ,147, , , , , ,
178,Congo,762,"Antenatal care coverage, at least one visit, percentage", , , , , , , , , , , , , , , ,85.8, , , , , , ,92.6, , ,
178,Congo,763,"Antenatal care coverage, at least four visits, percentage", , , , , , , , , , , , , , , ,74.7, , , , , , ,78.9, , ,
184,Cook Islands,730,"Percentage contraceptive use for married women ages 15-49", , , , , , ,63.2, , ,43.2, , , , , , , , , , , , , , , ,
184,Cook Islands,761,"Adolescent birth rate, per 1,000 women", , , , , , ,82, , , , ,47, , , , ,58.7, , , , ,56, , , ,
184,Cook Islands,762,"Antenatal care coverage, at least one visit, percentage", , , , , , , , , , , , , , ,100, , , ,100, , , , , , ,
184,Cook Islands,763,"Antenatal care coverage, at least four visits, percentage", , , , , , , , , , , , , , , , , , , , , , , , , ,
188,Costa Rica,730,"Percentage contraceptive use for married women ages 15-49", , , ,75, , , , , ,80, , , , , , , , , ,81.1,82.2,76.2, , , ,
188,Costa Rica,761,"Adolescent birth rate, per 1,000 women",91.4,90.9, , ,89.6,88.8,86.5,84.9, ,83.3,83.4,75.4,68.8,69.1,67.7, ,63.1,65.2,69,67.2, , ,66.6, , ,
188,Costa Rica,762,"Antenatal care coverage, at least one visit, percentage", , ,95, , , , , ,70.6,69.6, , , , ,91.7, ,91.7, ,89.9, , ,98.1, , , ,
188,Costa Rica,763,"Antenatal care coverage, at least four visits, percentage", , , , , , , , , , , , , , , , , , ,85.8, , ,90.2, , , ,
384,Cote d'Ivoire,730,"Percentage contraceptive use for married women ages 15-49", , , , ,11.4, , , , ,15, , , , , , ,12.9, , , , , ,18.2, , ,
384,Cote d'Ivoire,761,"Adolescent birth rate, per 1,000 women", , ,151, , , ,126, , , , , , ,132, , ,111.1, , ,125, , , , , ,
384,Cote d'Ivoire,762,"Antenatal care coverage, at least one visit, percentage", , , , ,83.2, , , , ,84.3,87.6, , , , ,87.3,84.8, , , , , ,90.6, , ,
384,Cote d'Ivoire,763,"Antenatal care coverage, at least four visits, percentage", , , , ,28.7, , , , ,35.6, , , , , ,45.3, , , , , , ,44.2, , ,
191,Croatia,730,"Percentage contraceptive use for married women ages 15-49", , , , , , , , , , , , , , , , , , , , , , , , , ,
191,Croatia,761,"Adolescent birth rate, per 1,000 women",27.3,24.9,21.4,19.9,19.4,18.7,19.9,19.1,15.9, ,15.4,15.4,14.9,14.1,13.8,14.2,14,14,14.4,13.4,12.4,11.9, , , ,
191,Croatia,762,"Antenatal care coverage, at least one visit, percentage", , , , , , , , , , , , , , , , , , , , , , , , , ,
191,Croatia,763,"Antenatal care coverage, at least four visits, percentage", , , , , , , , , , , , , , , , , , , , , , , , , ,
192,Cuba,730,"Percentage contraceptive use for married women ages 15-49", , , , , , , , , , ,73.3, , , , , ,72.6, , , , ,74.3, , ,73.7,
192,Cuba,761,"Adolescent birth rate, per 1,000 women",76.2,64.9,63,59.9,60.4,59.2,52.5,55,51.6,52.5,49.4,48.5,48,46,44.9,42.9,40.5,42.9,48.9,50.9,51.4,54.2,50.3, , ,
192,Cuba,762,"Antenatal care coverage, at least one visit, percentage", , , , , , , , ,100, ,100, , , ,100,100, ,100, ,100,100,100,100, ,98.5,
192,Cuba,763,"Antenatal care coverage, at least four visits, percentage", , , , , , , , , , , , , , , , , , , ,99,100,100,100, ,97.8,
196,Cyprus,730,"Percentage contraceptive use for married women ages 15-49", , , , , , , , , , , , , , , , , , , , , , , , , ,
196,Cyprus,761,"Adolescent birth rate, per 1,000 women",26.4,23.1,23.6,17.2,15,13.3,11.4,9.7,9.1,8.8,7.5,5.7,5.3,4.9,5.9,4.9,4.7,3.7,4.8,4.2,4.7,4.2, , , ,
196,Cyprus,762,"Antenatal care coverage, at least one visit, percentage", , , , , , , , , , , , , , , , , ,99.2, , , , , , , ,
196,Cyprus,763,"Antenatal care coverage, at least four visits, percentage", , , , , , , , , , , , , , , , , , , , , , , , , ,
203,Czech Republic,730,"Percentage contraceptive use for married women ages 15-49", ,78, ,68.9, , , ,72, , , , , , , ,78.2, , ,86.3, , , , , , ,
203,Czech Republic,761,"Adolescent birth rate, per 1,000 women", ,47.7,45.7,43.3,32.3,24.2,19.2,17.2,16.1,15.2,13.3,11.8,11.6,11.6,11.4,10.9,10.8,11,11.4,11.6,11.2,10.7,11.3,11.1, ,
203,Czech Republic,762,"Antenatal care coverage, at least one visit, percentage", , , ,99, , , , , , , , , , , , , , , , , , , , , ,
203,Czech Republic,763,"Antenatal care coverage, at least four visits, percentage", , , ,96.8, , , , , , , , , , , , , , , , , , , , , ,
180,Democratic Republic of the Congo,730,"Percentage contraceptive use for married women ages 15-49", ,7.7, , , , , , , , , ,31.4, , , , , ,20.6, , ,17.7, , , ,20.4,
180,Democratic Republic of the Congo,761,"Adolescent birth rate, per 1,000 women", , ,125, , , , , , , , ,117, , ,127, , , , ,135, ,135, , , ,
180,Democratic Republic of the Congo,762,"Antenatal care coverage, at least one visit, percentage", , , , , , , , , , , ,68.2, , , , , ,85.3, , ,87.3, , , ,88.4,
180,Democratic Republic of the Congo,763,"Antenatal care coverage, at least four visits, percentage", , , , , , , , , , , , , , , , , ,46.7, , ,44.7, , , ,48,
208,Denmark,730,"Percentage contraceptive use for married women ages 15-49", , , ,76.5, , , , , , , , , , , , , , , , , , , , , ,
208,Denmark,761,"Adolescent birth rate, per 1,000 women",9.2,9.2,9.9,9.2,9.4,8.8,8.2, ,8.1,8, ,7.6,6.5,6,5.6,5.6,5.9,5.6,6,5.4,5,4.6,3,2.9,2.4,
208,Denmark,762,"Antenatal care coverage, at least one visit, percentage", , , , , , , , , , , , , , , , , , , , , , , , , ,
208,Denmark,763,"Antenatal care coverage, at least four visits, percentage", , , , , , , , , , , , , , , , , , , , , , , , , ,
262,Djibouti,730,"Percentage contraceptive use for married women ages 15-49", , , , , , , , , , , , ,9, , , ,17.8, , , , , ,19, , ,
262,Djibouti,761,"Adolescent birth rate, per 1,000 women",47,30.9, , , ,33, , , , ,27, , , , , , , , , ,20.6, , , , ,
262,Djibouti,762,"Antenatal care coverage, at least one visit, percentage", , , , , , , , , , , , , ,67, , ,92.3, , , , , ,87.7, , ,
262,Djibouti,763,"Antenatal care coverage, at least four visits, percentage", , , , , , , , , , , , ,7.1, , , , , , , , , ,22.6, , ,
212,Dominica,730,"Percentage contraceptive use for married women ages 15-49", , , , , , , , , , , , , , , , , , , , , , , , , ,
212,Dominica,761,"Adolescent birth rate, per 1,000 women",113.8,101.6,88, , ,54, , ,55.9,60.4,51.6,46.6,45.2,47.7, ,42,47.2, , , , , , , , ,
212,Dominica,762,"Antenatal care coverage, at least one visit, percentage",90, , , , , , , , ,99.9, , , ,100,100,100, ,100,100, , , , , , ,
212,Dominica,763,"Antenatal care coverage, at least four visits, percentage", , , , , , , , , , , , , , , , , , , , , , , , , ,
214,Dominican Republic,730,"Percentage contraceptive use for married women ages 15-49", ,56.4, , , , ,63.7, , ,69.2,64.7, ,69.8, , , ,61.3,72.9, , ,73, , ,71.9, ,
214,Dominican Republic,761,"Adolescent birth rate, per 1,000 women", , , , ,115, , ,101, , ,118, ,86.4, ,98, , ,96.2, , , ,90, , , ,
214,Dominican Republic,762,"Antenatal care coverage, at least one visit, percentage", ,96.9, , , , ,98.3, , , ,97.8, ,98.5, , , ,97,98.9, , , , , ,99.3,98,
214,Dominican Republic,763,"Antenatal care coverage, at least four visits, percentage", , , , , , ,87.6, , , , , ,93.5, , , , ,94.5, , , , , ,95.4,92.9,
218,Ecuador,730,"Percentage contraceptive use for married women ages 15-49", , , , ,56.8, , , , ,65.8, , , , ,72.7, , , , , , , , , , ,
218,Ecuador,761,"Adolescent birth rate, per 1,000 women",101, ,91, , , , , ,88, , ,100,99.6, , , , , , , , , , , , ,
218,Ecuador,762,"Antenatal care coverage, at least one visit, percentage", , , , ,74.7, , , ,68.8, , , , , ,84.2, , , , , , , , , , ,
218,Ecuador,763,"Antenatal care coverage, at least four visits, percentage", , , , ,63.6, , , , , , , , , ,57.5, , , , , , , , , , ,
818,Egypt,730,"Percentage contraceptive use for married women ages 15-49", ,47.6,47.1, , ,47.9, ,54.5,51.7, ,56.1, , ,60, ,59.2, , ,60.3, , , , , ,58.5,
818,Egypt,761,"Adolescent birth rate, per 1,000 women",69, , ,67, , , ,53, , , , ,48, , ,50, , , , , , ,56, , ,
818,Egypt,762,"Antenatal care coverage, at least one visit, percentage", ,52.1,52.9, , ,39.1, ,52,47.2, ,52.9, , ,68.7, ,69.6, , ,73.6, , , , , ,90.3,
818,Egypt,763,"Antenatal care coverage, at least four visits, percentage", , ,22.5, , ,28.3, ,31.8,33.1, ,36.7, , ,55.6, ,58.5, , ,66, , , , , ,82.8,
222,El Salvador,730,"Percentage contraceptive use for married women ages 15-49", , , ,53.3, , , , ,60, , , , ,66.9, , , , ,72.3, , , , , , ,
222,El Salvador,761,"Adolescent birth rate, per 1,000 women",101.9,104.4,103.5,108.7,114.1,112.5,116.8,114.1,109.4,103.3,98.7,88.5,80.6,75.9, ,69.6,64.4,64.7, , ,61.4,63.3, , , ,
222,El Salvador,762,"Antenatal care coverage, at least one visit, percentage", , , ,68.7, , , , ,76, , , , ,86, , , , ,94, , , , , ,96,
222,El Salvador,763,"Antenatal care coverage, at least four visits, percentage", , , , , , , , , , , , , ,71.2, , , , ,78.3, , , , , ,90,
226,Equatorial Guinea,730,"Percentage contraceptive use for married women ages 15-49", , , , , , , , , , ,10.1, , , , , , , , , , ,12.6, , , ,
226,Equatorial Guinea,761,"Adolescent birth rate, per 1,000 women", , , , ,113, , , , , ,195.6,128, , , , , , ,177, , , , , , ,
226,Equatorial Guinea,762,"Antenatal care coverage, at least one visit, percentage", , , , ,37, , , , , ,86.1, , , , , , , , , , ,91.3, , , ,
226,Equatorial Guinea,763,"Antenatal care coverage, at least four visits, percentage", , , , , , , , , , , , , , , , , , , , , ,66.9, , , ,
232,Eritrea,730,"Percentage contraceptive use for married women ages 15-49", , , , , ,8, , , , , , ,8, , , , , , , , , , , , ,
232,Eritrea,761,"Adolescent birth rate, per 1,000 women", , , ,116, , , , , ,85, , , , , , , , , , , , , , , ,
232,Eritrea,762,"Antenatal care coverage, at least one visit, percentage", , , , , ,48.9, , , , , , ,70.3, , , , , , , ,88.5, , , , ,
232,Eritrea,763,"Antenatal care coverage, at least four visits, percentage", , , , , ,26.6, , , , , , ,40.9, , , , , , , ,57.4, , , , ,
233,Estonia,730,"Percentage contraceptive use for married women ages 15-49", , , , ,70.3, , , , , , , , , , ,63.4, , , , , , , , , ,
233,Estonia,761,"Adolescent birth rate, per 1,000 women",50,48.2,50.9,44.4,40.4,38.3,35.4,30.9, , ,25.8,24.1,22.2,21.4, ,22.7,23.6,26.4,25.3,22.2,18,16.4,15.1,16.3, ,
233,Estonia,762,"Antenatal care coverage, at least one visit, percentage", , , , , , , , , , , , , , , , , , , , , , , , , ,
233,Estonia,763,"Antenatal care coverage, at least four visits, percentage", , , , , , , , , , , , , , , , , , , , , , , , , ,
231,Ethiopia,730,"Percentage contraceptive use for married women ages 15-49",4.8, , , , , , ,3.3, , ,8.1, , , , ,14.7, , , , , ,28.6, , ,34.2,
231,Ethiopia,761,"Adolescent birth rate, per 1,000 women",95, , , ,98.9, , ,110, , , , ,109, , , , , ,87, , , , ,71.2, ,
231,Ethiopia,762,"Antenatal care coverage, at least one visit, percentage", , , , , , , , , , ,26.7, , , , ,27.6, , , , , ,33.9, , ,41.2,
231,Ethiopia,763,"Antenatal care coverage, at least four visits, percentage", , , , , , , , , , ,10.4, , , , ,12.2, , , , , ,19.1, , ,32.1,
234,Faeroe Islands,730,"Percentage contraceptive use for married women ages 15-49", , , , , , , , , , , , , , , , , , , , , , , , , ,
234,Faeroe Islands,761,"Adolescent birth rate, per 1,000 women",53.6,27.6,33,34.1,31.1,22.2,16.5,18.9,24.4,17.1,18.3,13.6,15.2,16.3,15.5,10.8,10.3,11,17.5,17.3,16.3,17.6,12.2,18.9, ,
234,Faeroe Islands,762,"Antenatal care coverage, at least one visit, percentage", , , , , , , , , , , , , , , , , , , , , , , , , ,
234,Faeroe Islands,763,"Antenatal care coverage, at least four visits, percentage", , , , , , , , , , , , , , , , , , , , , , , , , ,
238,Falkland Islands (Malvinas),730,"Percentage contraceptive use for married women ages 15-49", , , , , , , , , , , , , , , , , , , , , , , , , ,
238,Falkland Islands (Malvinas),761,"Adolescent birth rate, per 1,000 women", ,62.5,50.6, , , , , , , , , , , , , , , , , , , , , , ,
238,Falkland Islands (Malvinas),762,"Antenatal care coverage, at least one visit, percentage", , , , , , , , , , , , , , , , , , , , , , , , , ,
238,Falkland Islands (Malvinas),763,"Antenatal care coverage, at least four visits, percentage", , , , , , , , , , , , , , , , , , , , , , , , , ,
242,Fiji,730,"Percentage contraceptive use for married women ages 15-49", , , , , , , , , , , , , , , , , , , , , , , , , ,
242,Fiji,761,"Adolescent birth rate, per 1,000 women",58.6,56.6,57,56,51.5,52.2,47.6,40.5,37.8,40.8, , ,34.8, ,31.1, , , ,27.5, , , , , , ,
242,Fiji,762,"Antenatal care coverage, at least one visit, percentage", , , , , , , , , , , , , , , , , , ,100, , , , , , ,
242,Fiji,763,"Antenatal care coverage, at least four visits, percentage", , , , , , , , , , , , , , , , , , , , , , , ,93.6, ,
246,Finland,730,"Percentage contraceptive use for married women ages 15-49",77.4, , , , , , , , , , , , , , , , , , , , , , , , ,
246,Finland,761,"Adolescent birth rate, per 1,000 women",12.4,12.3,11.9,10.7,10.2,9.8,9.6,8.9,9.1, , ,10.6,11.2,10.3,10.6,10.3,9.5,9.2,8.7,8.4,8.3,7.6,7.4,7.3, ,
246,Finland,762,"Antenatal care coverage, at least one visit, percentage", , , ,100, , , , , , , , , , ,99.8, , , , , , , , , , ,
246,Finland,763,"Antenatal care coverage, at least four visits, percentage", , , , , , , , , , , , , , , , , , , , , , , , , ,
250,France,730,"Percentage contraceptive use for married women ages 15-49", , , , ,74.5, , , , , ,81.8, , , ,76.6,74.8, , ,76.4, , , , , , ,
250,France,761,"Adolescent birth rate, per 1,000 women",8.8,8.9,8.5,8.1,7.5,7.4,7.5,7.4,7.3,7.7,8,11.1,7.7,7.5,7.7,7.5,7.4,10.1,10.3,11.6, ,9.4,9.3, , ,
250,France,762,"Antenatal care coverage, at least one visit, percentage", , , ,99, , , , , , , , , , ,99.8, , , , , , , , , , ,
250,France,763,"Antenatal care coverage, at least four visits, percentage", , , , , , , , , , , , , , , , , , , , , , , , , ,
254,French Guiana,730,"Percentage contraceptive use for married women ages 15-49", , , , , , , , , , , , , , , , , , , , , , , , , ,
254,French Guiana,761,"Adolescent birth rate, per 1,000 women", , , , , , ,103.2, ,113.1,126.7,124.8,114.9,110.4,103.6,84.4,86.5,86.7,83.5, , , , , , , ,
254,French Guiana,762,"Antenatal care coverage, at least one visit, percentage", , , , , , , , , , , , , , , , , , , , , , , , , ,
254,French Guiana,763,"Antenatal care coverage, at least four visits, percentage", , , , , , , , , , , , , , , , , , , , , , , , , ,
258,French Polynesia,730,"Percentage contraceptive use for married women ages 15-49", , , , , , , , , , , , , , , , , , , , , , , , , ,
258,French Polynesia,761,"Adolescent birth rate, per 1,000 women",62.6,61,58.1,60.5,49.2,48.7,47.8,50.8,47.1,50.2,51.1,49.4,49,44.5,41.5,42.1,42.9,41,40.8,41,41, , ,39.6, ,
258,French Polynesia,762,"Antenatal care coverage, at least one visit, percentage", , , , , , , , , , , , , , , , , , , , , , , , , ,
258,French Polynesia,763,"Antenatal care coverage, at least four visits, percentage", , , , , , , , , , , , , , , , , , , , , , , , , ,
266,Gabon,730,"Percentage contraceptive use for married women ages 15-49", , , , , , , , , , ,32.7, , , , , , , , , , , ,31.1, , ,
266,Gabon,761,"Adolescent birth rate, per 1,000 women", , , ,162, , , , ,144.4, , , , , , , , , , ,115, , , , , ,
266,Gabon,762,"Antenatal care coverage, at least one visit, percentage", , , , , , , , , , ,94.4, , , , , , , , , , , ,94.7, , ,
266,Gabon,763,"Antenatal care coverage, at least four visits, percentage", , , , , , , , , , ,63.3, , , , , , , , , , , ,77.6, , ,
270,Gambia,730,"Percentage contraceptive use for married women ages 15-49",11.8, , , , , , , , , ,9.5,17.5, , , , , , , , ,13.3, , ,9, ,
270,Gambia,761,"Adolescent birth rate, per 1,000 women", , , ,167.3, , , , , , ,103.9, , , , , , , , , ,118,88, , , ,
270,Gambia,762,"Antenatal care coverage, at least one visit, percentage", , , , , , , , , , ,90.7, , , , , ,97.8, , , ,98.1, , ,86.2, ,
270,Gambia,763,"Antenatal care coverage, at least four visits, percentage", , , , , , , , , , , , , , , , , , , , ,72, , , , ,
268,Georgia,730,"Percentage contraceptive use for married women ages 15-49", , , , , , , , , , ,40.5, , , , ,47.3,45.6, , ,35.5,53.4, , , , ,
268,Georgia,761,"Adolescent birth rate, per 1,000 women",58.1, ,53.3, ,65.5,64.2,59.7,55.2,51.4,46.5,39.9,32.5,32.8,33.2,35.1,38.5,36.7,36.3,43.8,50.2,46.7,43,39.5, , ,
268,Georgia,762,"Antenatal care coverage, at least one visit, percentage", , , , , , , ,74, ,95.3, , , , , ,96.3, , , , ,97.6, , , , ,
268,Georgia,763,"Antenatal care coverage, at least four visits, percentage", , , , , , , , , , , , , , , ,75, , , , ,90.2, ,84.2,84.6, ,
276,Germany,730,"Percentage contraceptive use for married women ages 15-49", , ,70.1, , , , , , , , , , , , ,66.2, , , , , , , , , ,
276,Germany,761,"Adolescent birth rate, per 1,000 women", ,13.1,12.1,10.8,9.8,9.4,9.6,9.5, , , ,12.2,11.6,11,10.5,10.5,10.1,9.9,9.7,9,8.7,7.9,7.7, , ,
276,Germany,762,"Antenatal care coverage, at least one visit, percentage", , , , , , , , , , , , , , ,100, , , , , , , , , , ,
276,Germany,763,"Antenatal care coverage, at least four visits, percentage", , , , , , , , , , , , , , , , , , , , , , , , , ,
288,Ghana,730,"Percentage contraceptive use for married women ages 15-49", , ,17.2,20.3, , , , ,15,22, , , ,25.2, , ,24.2, ,23.5, , ,34.7, ,19.5,25.6,
288,Ghana,761,"Adolescent birth rate, per 1,000 women", ,119, , , , ,90, , , ,56.1,74, , , , ,70, , ,71.2,67.7,60,64,65, ,
288,Ghana,762,"Antenatal care coverage, at least one visit, percentage", , , ,85.7, , , , ,87.5, , , , ,91.9, , ,92.1,96.1,90.1, , ,96.4, , , ,
288,Ghana,763,"Antenatal care coverage, at least four visits, percentage", , , ,58.9, , , , ,62.3, , , , ,69.4, , , ,76.7,78.2, , ,86.6, , ,87.3,
292,Gibraltar,730,"Percentage contraceptive use for married women ages 15-49", , , , , , , , , , , , , , , , , , , , , , , , , ,
292,Gibraltar,761,"Adolescent birth rate, per 1,000 women", , , , , ,32.9,21.8,20.9, , , ,24.2,26.9, , , , , , , , , ,23.9, , ,
292,Gibraltar,762,"Antenatal care coverage, at least one visit, percentage", , , , , , , , , , , , , , , , , , , , , , , , , ,
292,Gibraltar,763,"Antenatal care coverage, at least four visits, percentage", , , , , , , , , , , , , , , , , , , , , , , , , ,
300,Greece,730,"Percentage contraceptive use for married women ages 15-49", , , , , , , , , ,61.3, ,76.2, , , , , , , , , , , , , ,
